"q00_id","q01_num_hijos","q02a_birth_child","q02b_birth_child","q02c_birth_child","q02d_birth_child","q03_help","q04_excedencia_all","q05_duration_child","q06_duration_child","q07_duration_child","q08_main_reason","q09a_secondary_reason","q09b_secondary_reason","q09c_secondary_reason","q09d_secondary_reason","q10_diff_reasons","q11_other_ask","q12_other_not_reason","q13a_conciliation_opts","q13b_conciliation_opts","q13c_conciliation_opts","q14_company_reaction","q15_mates_reaction","q16_formation_time","q17_work_during","q18_back_work","q19_tasks_after","q20_current_tasks","q21_excedencia_general_evaluation","q22_excedencia_needs_improvements","q23_excedencia_specify_improvements","q24_conciliation_general_evaluation","q25_conciliation_needs_improvements","q26_conciliation_specify_improvements","q27_experience_description","q28_comments","q29_age","q29_genre","q31_civil_status","q32_education","q33_job","q34_contract","q35_salary","origen"
153,"2",2009,2013,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","6","12","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","No aplica","No facilita ninguna de estas opciones",NA,NA,"Indiferencia","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","No estoy trabajando actualmente",2,"Sí, creo que necesita alguna mejora.","Excedencia remunerada ",1,"Sí, creo que necesita alguna mejora.","Prolongar la baja por maternidad ","","",1976,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
154,"1",2015,NA,NA,NA,"Sí, los abuelos u otros familiares viven en el hogar ","si","5 meses","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Los puestos no son comparables",7,"Sí, creo que necesita alguna mejora.","Recibir un 80% del salario y cuando nos reincorporemos quitar un 20% cada mes hasta devolverlo",1,"Sí, creo que necesita alguna mejora.","Flexibilidad horaria para madres y padres con hijos menores de 15 años","Personalmente satisfactoria y profesionalmente sacrificada","No",1980,"Mujer","Separado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Temporal","Menos de 15.000 euros ","new"
155,"1",2011,NA,NA,NA,"No, no cuento con nadie más","no","1","","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé trabajos de menor responsabilidad ","Los puestos no son comparables",7,"Sí, creo que necesita alguna mejora.","Las empresas deberían de dar cuentas del concilio laboral familiar... Y no sería necesario ninguna excedencia.... Es muy triste pedir excedencia para no dejar un bebe de 4meses en manos ajenas. ",1,"Sí, creo que necesita alguna mejora.","Nuestros hijos tienen horarios que nada tiene que ver con el. Mundo laboral. Si yo entro a las 8 y mi hija a las 9...ya no existe ningún concilio. Asi que claramente deberia de flexibilizar los horarios todas las empresas. ","Fue obligada y necesaria. Con 4meses es muy duro dejar a tu hijo en manos ajenas. Es vergonzoso. Y sí, todas lo hemos hecho y no ha pasado nada. Pero es vergonzoso. ","Hay que sumar como se encuentran muchas mujeres emocionalmente. La excedencia sirve para que una mamá disfrute y se recupere... No todas tenemos hijos en 10min.,y no todos los cuerpos vuelven  a estar como antes, lactancia, falta de sueño.... Ojalá mi excedencia hubiera durado un año pero económicamente no se pudo permitir en mi casa. ",1977,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
156,"1",2017,NA,NA,NA,"Sí, los abuelos u otros familiares viven en el hogar ","si","6","No","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"No ","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","Realicé la misma actividad que antes de la excedencia ","otros: Sigo de excedencia ",5,"Sí, creo que necesita alguna mejora.","No dan facilidades económicas por excedencia, las bajas son muy cortas y las ayudas son exclusivas para trabajadoras o desempleados",5,"No, considero que funciona bien.","La jornada de lactancia debería de durar más de un año","sigo de excedencia. Y es dificil","No",1984,"Mujer","Soltero/a","Formación profesional ","Trabajo en el sector público","Temporal","Entre 15.001 y 25.000 euros","new"
157,"2",2013,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","90","19","","Quería dedicarme por completo a mi/s hijo/s","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Comprensión","Comprensión","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Realicé algún trabajo sin contrato","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",7,"Sí, creo que necesita alguna mejora.","Que la cotización a la seguridad social sea igual todo el tiempo, no varíe después del primer año",7,"Sí, creo que necesita alguna mejora.","Facilitar la Reducción de jornada","Experiencia inolvidable","Actualmente, en mi trabajo una vez que te incorporas, ya no la puedes volver a solicitar, a pesar de que tu hijo no haya cumplido los 3 años",1978,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 30.001 y 50.000 euros ","new"
158,"2",2012,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","6 meses segundo hijo","","","Quería dedicarme por completo a mi/s hijo/s","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","Sí, por cuenta ajena","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",5,"Sí, creo que necesita alguna mejora.","",2,"Sí, creo que necesita alguna mejora.","","Una gran decisión familiar","",1980,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 25.001 y 30.000 euros ","new"
159,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","6 meses (primero)","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Indiferencia","Comprensión","otros: No, mi hijo es demasiado demandante y no me ha dejado ni un minuto libre, aunque tuviera intención de estudiar, no ha sido posible","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",4,"Sí, creo que necesita alguna mejora.","Alargaría la baja maternal. El problema es que la excedencia no es remunerada y por tanto sólo la pueden coger las personas que se la pueden permitir, cuando pienso que cualquier niño debería estar con su madre como mínimo 6 meses, ideal 1-3 años",3,"Sí, creo que necesita alguna mejora.","","Mamitis
Lactancia
Ajuste económico ","",1987,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 25.001 y 30.000 euros ","new"
160,"1",2016,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","tres meses","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",4,"Sí, creo que necesita alguna mejora.","No tener que renunciar al periodo de lactancia. ",1,"Sí, creo que necesita alguna mejora.","alargar el período de cuidado de hijos. 16 semanas es muy poco","gratificante, bonito, positiv","",1982,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","otros: funcionaria","Entre 25.001 y 30.000 euros ","new"
161,"1",2017,NA,NA,NA,"No, no cuento con nadie más","si","6","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada, pero no te permiten elegir un horario que te permita conciliar la vida familiar con la profesional ",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","Realicé la misma actividad que antes de la excedencia ","",4,"No, considero que funciona bien.","",1,"Sí, creo que necesita alguna mejora.","Facilidad de las empresas en la elección del horario de trabajo, librar los fines de semana, posibilidad de trabajar en un turno fijo.","Necesidad, pasar tiempo con los niños cuando son bebes.","",1987,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
162,"1",2015,NA,NA,NA,"otros: Dispongo de ayuda,  pero no la utilizo","si","6meses","0","0","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",4,"Sí, creo que necesita alguna mejora.","Que fuera remunerado,  en un porcentaje, como ocurre en otros paises",4,"No, considero que funciona bien.","","Resultó más cansado que trabajar,  pero también más gratificante. Quería ser yo quien cuidará a mi hija","",1983,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Menos de 15.000 euros ","new"
163,"2",2008,2011,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","1.5 ","","","Sentía que mi puesto de trabajo estaba asegurado","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","No nos planteamos esa opción","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",4,"Sí, creo que necesita alguna mejora.","Debería ser obligatoria, y no centrarse solo en la edad",2,"Sí, creo que necesita alguna mejora.","Reducción de jornada , o en mi caso trabajar por objetivos","Corta, aprovechada ","No",1975,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 25.001 y 30.000 euros ","new"
164,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","6","","","No contaba con ayuda externa de familiares","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambié de puesto","Realicé la misma actividad que antes de la excedencia ","",6,"Sí, creo que necesita alguna mejora.","",2,"Sí, creo que necesita alguna mejora.","","","",1979,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 25.001 y 30.000 euros ","new"
165,"2",2013,2016,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","12","24","","Quería dedicarme por completo a mi/s hijo/s","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",5,"Sí, creo que necesita alguna mejora.","",4,"Sí, creo que necesita alguna mejora.","","","",1978,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Menos de 15.000 euros ","new"
166,"2",2015,2017,NA,NA,"No, no cuento con nadie más","si","24","12","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Hostilidad","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Realicé algún trabajo sin contrato","Emprendí mi propia actividad","otros: Me puse por mi cuenta","",7,"No, considero que funciona bien.","",4,"Sí, creo que necesita alguna mejora.","","Intensa liberadora y gratificante ","",1984,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","otros: Autónomo ","Entre 30.001 y 50.000 euros ","new"
